../../../../../../Users/crist/Documents/Unreal Projects/Self Driving Car/Saved/ScreenShots/CameraView_113.jpeg,-0.05,1.0,0.0,12.485932,
../../../../../../Users/crist/Documents/Unreal Projects/Self Driving Car/Saved/ScreenShots/CameraView_114.jpeg,-0.05,1.0,0.0,15.890347,
../../../../../../Users/crist/Documents/Unreal Projects/Self Driving Car/Saved/ScreenShots/CameraView_115.jpeg,-0.05,1.0,0.0,19.182144,
../../../../../../Users/crist/Documents/Unreal Projects/Self Driving Car/Saved/ScreenShots/CameraView_116.jpeg,-0.05,1.0,0.0,21.976858,
../../../../../../Users/crist/Documents/Unreal Projects/Self Driving Car/Saved/ScreenShots/CameraView_117.jpeg,-0.05,1.0,0.0,24.36582,
../../../../../../Users/crist/Documents/Unreal Projects/Self Driving Car/Saved/ScreenShots/CameraView_118.jpeg,-0.05,1.0,0.0,27.220592,
../../../../../../Users/crist/Documents/Unreal Projects/Self Driving Car/Saved/ScreenShots/CameraView_119.jpeg,0.0,1.0,0.0,29.207962,
../../../../../../Users/crist/Documents/Unreal Projects/Self Driving Car/Saved/ScreenShots/CameraView_120.jpeg,0.05,1.0,0.0,30.927507,
../../../../../../Users/crist/Documents/Unreal Projects/Self Driving Car/Saved/ScreenShots/CameraView_121.jpeg,0.05,-0.307212,0.0,32.365707,
../../../../../../Users/crist/Documents/Unreal Projects/Self Driving Car/Saved/ScreenShots/CameraView_122.jpeg,0.1,0.0,1.0,33.890381,
../../../../../../Users/crist/Documents/Unreal Projects/Self Driving Car/Saved/ScreenShots/CameraView_123.jpeg,0.15,0.078347,0.0,33.922691,
../../../../../../Users/crist/Documents/Unreal Projects/Self Driving Car/Saved/ScreenShots/CameraView_124.jpeg,0.15,0.0,0.971048,34.259827,
../../../../../../Users/crist/Documents/Unreal Projects/Self Driving Car/Saved/ScreenShots/CameraView_125.jpeg,0.2,0.136186,0.0,33.989235,
../../../../../../Users/crist/Documents/Unreal Projects/Self Driving Car/Saved/ScreenShots/CameraView_126.jpeg,0.2,-0.606346,0.0,34.12534,
../../../../../../Users/crist/Documents/Unreal Projects/Self Driving Car/Saved/ScreenShots/CameraView_127.jpeg,0.2,-0.518793,0.0,34.352951,
../../../../../../Users/crist/Documents/Unreal Projects/Self Driving Car/Saved/ScreenShots/CameraView_128.jpeg,0.2,-0.175497,0.0,34.207352,
../../../../../../Users/crist/Documents/Unreal Projects/Self Driving Car/Saved/ScreenShots/CameraView_129.jpeg,0.2,0.963189,0.0,33.984169,
../../../../../../Users/crist/Documents/Unreal Projects/Self Driving Car/Saved/ScreenShots/CameraView_130.jpeg,0.2,-0.531381,0.0,34.181633,
../../../../../../Users/crist/Documents/Unreal Projects/Self Driving Car/Saved/ScreenShots/CameraView_131.jpeg,0.2,-0.793785,0.0,34.383461,
../../../../../../Users/crist/Documents/Unreal Projects/Self Driving Car/Saved/ScreenShots/CameraView_132.jpeg,0.2,0.30009,0.0,34.208389,
../../../../../../Users/crist/Documents/Unreal Projects/Self Driving Car/Saved/ScreenShots/CameraView_133.jpeg,0.2,1.0,0.0,34.004436,
../../../../../../Users/crist/Documents/Unreal Projects/Self Driving Car/Saved/ScreenShots/CameraView_134.jpeg,0.2,-0.439517,0.0,34.174641,
../../../../../../Users/crist/Documents/Unreal Projects/Self Driving Car/Saved/ScreenShots/CameraView_135.jpeg,0.15,0.0,0.808268,34.371571,
../../../../../../Users/crist/Documents/Unreal Projects/Self Driving Car/Saved/ScreenShots/CameraView_136.jpeg,0.15,0.162344,0.0,33.989658,
../../../../../../Users/crist/Documents/Unreal Projects/Self Driving Car/Saved/ScreenShots/CameraView_137.jpeg,0.15,-0.432519,0.0,34.084736,
../../../../../../Users/crist/Documents/Unreal Projects/Self Driving Car/Saved/ScreenShots/CameraView_138.jpeg,0.15,-0.469921,0.0,34.305817,
../../../../../../Users/crist/Documents/Unreal Projects/Self Driving Car/Saved/ScreenShots/CameraView_139.jpeg,0.1,0.019104,0.0,34.096764,
../../../../../../Users/crist/Documents/Unreal Projects/Self Driving Car/Saved/ScreenShots/CameraView_140.jpeg,0.1,0.368362,0.0,34.053642,
../../../../../../Users/crist/Documents/Unreal Projects/Self Driving Car/Saved/ScreenShots/CameraView_141.jpeg,0.1,-0.375632,0.0,34.138477,
../../../../../../Users/crist/Documents/Unreal Projects/Self Driving Car/Saved/ScreenShots/CameraView_142.jpeg,0.1,-0.526923,0.0,34.23848,
../../../../../../Users/crist/Documents/Unreal Projects/Self Driving Car/Saved/ScreenShots/CameraView_143.jpeg,0.1,-0.255262,0.0,34.160572,
../../../../../../Users/crist/Documents/Unreal Projects/Self Driving Car/Saved/ScreenShots/CameraView_144.jpeg,0.1,-0.355106,0.0,34.28175,
../../../../../../Users/crist/Documents/Unreal Projects/Self Driving Car/Saved/ScreenShots/CameraView_145.jpeg,0.1,0.126349,0.0,34.029938,
../../../../../../Users/crist/Documents/Unreal Projects/Self Driving Car/Saved/ScreenShots/CameraView_146.jpeg,0.1,-0.27334,0.0,34.054897,
../../../../../../Users/crist/Documents/Unreal Projects/Self Driving Car/Saved/ScreenShots/CameraView_147.jpeg,0.1,-0.215474,0.0,34.106697,
../../../../../../Users/crist/Documents/Unreal Projects/Self Driving Car/Saved/ScreenShots/CameraView_148.jpeg,0.1,-0.429415,0.0,34.283939,
../../../../../../Users/crist/Documents/Unreal Projects/Self Driving Car/Saved/ScreenShots/CameraView_149.jpeg,0.1,0.13883,0.0,34.024353,
../../../../../../Users/crist/Documents/Unreal Projects/Self Driving Car/Saved/ScreenShots/CameraView_150.jpeg,0.1,0.535362,0.0,33.936394,
../../../../../../Users/crist/Documents/Unreal Projects/Self Driving Car/Saved/ScreenShots/CameraView_151.jpeg,0.15,-0.23657,0.0,34.139324,
../../../../../../Users/crist/Documents/Unreal Projects/Self Driving Car/Saved/ScreenShots/CameraView_152.jpeg,0.15,-0.260235,0.0,34.218254,
../../../../../../Users/crist/Documents/Unreal Projects/Self Driving Car/Saved/ScreenShots/CameraView_153.jpeg,0.15,0.30547,0.0,33.92062,
../../../../../../Users/crist/Documents/Unreal Projects/Self Driving Car/Saved/ScreenShots/CameraView_154.jpeg,0.15,-0.013766,0.0,34.023548,
../../../../../../Users/crist/Documents/Unreal Projects/Self Driving Car/Saved/ScreenShots/CameraView_155.jpeg,0.15,-0.221637,0.0,34.140343,
../../../../../../Users/crist/Documents/Unreal Projects/Self Driving Car/Saved/ScreenShots/CameraView_156.jpeg,0.15,0.402908,0.0,33.848255,
../../../../../../Users/crist/Documents/Unreal Projects/Self Driving Car/Saved/ScreenShots/CameraView_157.jpeg,0.15,-0.031957,0.0,34.005714,
../../../../../../Users/crist/Documents/Unreal Projects/Self Driving Car/Saved/ScreenShots/CameraView_158.jpeg,0.15,-0.167293,0.0,34.101879,
../../../../../../Users/crist/Documents/Unreal Projects/Self Driving Car/Saved/ScreenShots/CameraView_159.jpeg,0.15,0.084262,0.0,34.057926,
../../../../../../Users/crist/Documents/Unreal Projects/Self Driving Car/Saved/ScreenShots/CameraView_160.jpeg,0.15,0.005337,0.0,34.025642,
../../../../../../Users/crist/Documents/Unreal Projects/Self Driving Car/Saved/ScreenShots/CameraView_161.jpeg,0.15,-0.061,0.0,34.063084,
../../../../../../Users/crist/Documents/Unreal Projects/Self Driving Car/Saved/ScreenShots/CameraView_162.jpeg,0.15,-0.262881,0.0,34.169189,
../../../../../../Users/crist/Documents/Unreal Projects/Self Driving Car/Saved/ScreenShots/CameraView_163.jpeg,0.15,0.39913,0.0,33.85582,
../../../../../../Users/crist/Documents/Unreal Projects/Self Driving Car/Saved/ScreenShots/CameraView_164.jpeg,0.15,-0.018183,0.0,34.122112,
../../../../../../Users/crist/Documents/Unreal Projects/Self Driving Car/Saved/ScreenShots/CameraView_165.jpeg,0.15,0.094852,0.0,34.076065,
../../../../../../Users/crist/Documents/Unreal Projects/Self Driving Car/Saved/ScreenShots/CameraView_166.jpeg,0.1,0.017362,0.0,34.029545,
../../../../../../Users/crist/Documents/Unreal Projects/Self Driving Car/Saved/ScreenShots/CameraView_167.jpeg,0.1,-0.479514,0.0,34.181709,
../../../../../../Users/crist/Documents/Unreal Projects/Self Driving Car/Saved/ScreenShots/CameraView_168.jpeg,0.1,0.280462,0.0,33.917831,
../../../../../../Users/crist/Documents/Unreal Projects/Self Driving Car/Saved/ScreenShots/CameraView_169.jpeg,0.1,-0.254751,0.0,34.073013,
../../../../../../Users/crist/Documents/Unreal Projects/Self Driving Car/Saved/ScreenShots/CameraView_170.jpeg,0.1,0.13668,0.0,34.047161,
../../../../../../Users/crist/Documents/Unreal Projects/Self Driving Car/Saved/ScreenShots/CameraView_171.jpeg,0.1,-0.104699,0.0,34.122009,
../../../../../../Users/crist/Documents/Unreal Projects/Self Driving Car/Saved/ScreenShots/CameraView_172.jpeg,0.05,0.084689,0.0,34.064205,
../../../../../../Users/crist/Documents/Unreal Projects/Self Driving Car/Saved/ScreenShots/CameraView_173.jpeg,0.05,0.661382,0.0,34.020195,
../../../../../../Users/crist/Documents/Unreal Projects/Self Driving Car/Saved/ScreenShots/CameraView_174.jpeg,0.05,-0.214241,0.0,34.12254,
../../../../../../Users/crist/Documents/Unreal Projects/Self Driving Car/Saved/ScreenShots/CameraView_175.jpeg,0.05,0.094396,0.0,34.057533,
../../../../../../Users/crist/Documents/Unreal Projects/Self Driving Car/Saved/ScreenShots/CameraView_176.jpeg,0.05,0.025883,0.0,34.014248,
../../../../../../Users/crist/Documents/Unreal Projects/Self Driving Car/Saved/ScreenShots/CameraView_177.jpeg,0.1,-0.107329,0.0,34.07159,
../../../../../../Users/crist/Documents/Unreal Projects/Self Driving Car/Saved/ScreenShots/CameraView_178.jpeg,0.1,-0.229878,0.0,34.147057,
../../../../../../Users/crist/Documents/Unreal Projects/Self Driving Car/Saved/ScreenShots/CameraView_179.jpeg,0.1,0.497036,0.0,33.787117,
../../../../../../Users/crist/Documents/Unreal Projects/Self Driving Car/Saved/ScreenShots/CameraView_180.jpeg,0.1,-0.144448,0.0,34.065174,
../../../../../../Users/crist/Documents/Unreal Projects/Self Driving Car/Saved/ScreenShots/CameraView_181.jpeg,0.1,-0.201745,0.0,34.141411,
../../../../../../Users/crist/Documents/Unreal Projects/Self Driving Car/Saved/ScreenShots/CameraView_182.jpeg,0.1,0.133776,0.0,34.056919,
../../../../../../Users/crist/Documents/Unreal Projects/Self Driving Car/Saved/ScreenShots/CameraView_183.jpeg,0.1,0.071972,0.0,33.993748,
../../../../../../Users/crist/Documents/Unreal Projects/Self Driving Car/Saved/ScreenShots/CameraView_184.jpeg,0.1,-0.128313,0.0,34.119678,
../../../../../../Users/crist/Documents/Unreal Projects/Self Driving Car/Saved/ScreenShots/CameraView_185.jpeg,0.1,-0.114668,0.0,34.127304,
../../../../../../Users/crist/Documents/Unreal Projects/Self Driving Car/Saved/ScreenShots/CameraView_186.jpeg,0.1,0.142233,0.0,34.046097,
../../../../../../Users/crist/Documents/Unreal Projects/Self Driving Car/Saved/ScreenShots/CameraView_187.jpeg,0.1,0.097096,0.0,34.087429,
../../../../../../Users/crist/Documents/Unreal Projects/Self Driving Car/Saved/ScreenShots/CameraView_188.jpeg,0.1,0.064973,0.0,34.115078,
../../../../../../Users/crist/Documents/Unreal Projects/Self Driving Car/Saved/ScreenShots/CameraView_189.jpeg,0.1,0.052257,0.0,34.129005,
../../../../../../Users/crist/Documents/Unreal Projects/Self Driving Car/Saved/ScreenShots/CameraView_190.jpeg,0.1,0.044496,0.0,34.137409,
../../../../../../Users/crist/Documents/Unreal Projects/Self Driving Car/Saved/ScreenShots/CameraView_191.jpeg,0.05,0.03966,0.0,34.142662,
../../../../../../Users/crist/Documents/Unreal Projects/Self Driving Car/Saved/ScreenShots/CameraView_192.jpeg,0.05,0.035838,0.0,34.14629,
../../../../../../Users/crist/Documents/Unreal Projects/Self Driving Car/Saved/ScreenShots/CameraView_193.jpeg,0.05,0.033162,0.0,34.148853,
../../../../../../Users/crist/Documents/Unreal Projects/Self Driving Car/Saved/ScreenShots/CameraView_194.jpeg,0.05,0.030655,0.0,34.150913,
../../../../../../Users/crist/Documents/Unreal Projects/Self Driving Car/Saved/ScreenShots/CameraView_195.jpeg,0.05,0.027827,0.0,34.15287,
../../../../../../Users/crist/Documents/Unreal Projects/Self Driving Car/Saved/ScreenShots/CameraView_196.jpeg,0.05,0.025264,0.0,34.154873,
../../../../../../Users/crist/Documents/Unreal Projects/Self Driving Car/Saved/ScreenShots/CameraView_197.jpeg,0.05,0.018631,0.0,34.157017,
../../../../../../Users/crist/Documents/Unreal Projects/Self Driving Car/Saved/ScreenShots/CameraView_198.jpeg,0.05,0.018482,0.0,34.159912,
../../../../../../Users/crist/Documents/Unreal Projects/Self Driving Car/Saved/ScreenShots/CameraView_199.jpeg,0.0,0.012643,0.0,34.163906,
../../../../../../Users/crist/Documents/Unreal Projects/Self Driving Car/Saved/ScreenShots/CameraView_1100.jpeg,0.0,0.005539,0.0,34.055027,
../../../../../../Users/crist/Documents/Unreal Projects/Self Driving Car/Saved/ScreenShots/CameraView_1101.jpeg,0.0,-0.067801,0.0,34.062424,
../../../../../../Users/crist/Documents/Unreal Projects/Self Driving Car/Saved/ScreenShots/CameraView_1102.jpeg,0.0,-0.207113,0.0,34.139584,
../../../../../../Users/crist/Documents/Unreal Projects/Self Driving Car/Saved/ScreenShots/CameraView_1103.jpeg,0.0,0.161953,0.0,34.046013,
../../../../../../Users/crist/Documents/Unreal Projects/Self Driving Car/Saved/ScreenShots/CameraView_1104.jpeg,0.0,0.00265,0.0,34.091465,
../../../../../../Users/crist/Documents/Unreal Projects/Self Driving Car/Saved/ScreenShots/CameraView_1105.jpeg,0.0,0.071306,0.0,34.118622,
../../../../../../Users/crist/Documents/Unreal Projects/Self Driving Car/Saved/ScreenShots/CameraView_1106.jpeg,0.0,0.008188,0.0,34.135098,
../../../../../../Users/crist/Documents/Unreal Projects/Self Driving Car/Saved/ScreenShots/CameraView_1107.jpeg,-0.05,0.034585,0.0,34.146389,
../../../../../../Users/crist/Documents/Unreal Projects/Self Driving Car/Saved/ScreenShots/CameraView_1108.jpeg,-0.05,0.009064,0.0,34.153873,
../../../../../../Users/crist/Documents/Unreal Projects/Self Driving Car/Saved/ScreenShots/CameraView_1109.jpeg,-0.05,0.015867,0.0,34.161068,
../../../../../../Users/crist/Documents/Unreal Projects/Self Driving Car/Saved/ScreenShots/CameraView_1110.jpeg,-0.1,0.001932,0.0,34.165558,
../../../../../../Users/crist/Documents/Unreal Projects/Self Driving Car/Saved/ScreenShots/CameraView_1111.jpeg,-0.1,0.611383,0.0,34.060478,
../../../../../../Users/crist/Documents/Unreal Projects/Self Driving Car/Saved/ScreenShots/CameraView_1112.jpeg,-0.1,-0.0594,0.0,34.106716,
../../../../../../Users/crist/Documents/Unreal Projects/Self Driving Car/Saved/ScreenShots/CameraView_1113.jpeg,-0.1,0.118133,0.0,34.045624,
../../../../../../Users/crist/Documents/Unreal Projects/Self Driving Car/Saved/ScreenShots/CameraView_1114.jpeg,-0.15,-0.022494,0.0,34.093414,
../../../../../../Users/crist/Documents/Unreal Projects/Self Driving Car/Saved/ScreenShots/CameraView_1115.jpeg,-0.15,0.106559,0.0,34.032932,
../../../../../../Users/crist/Documents/Unreal Projects/Self Driving Car/Saved/ScreenShots/CameraView_1116.jpeg,-0.15,-0.059829,0.0,34.08881,
../../../../../../Users/crist/Documents/Unreal Projects/Self Driving Car/Saved/ScreenShots/CameraView_1117.jpeg,-0.15,0.120824,0.0,34.032719,
../../../../../../Users/crist/Documents/Unreal Projects/Self Driving Car/Saved/ScreenShots/CameraView_1118.jpeg,-0.15,0.078837,0.0,33.968021,
../../../../../../Users/crist/Documents/Unreal Projects/Self Driving Car/Saved/ScreenShots/CameraView_1119.jpeg,-0.15,-0.103801,0.0,34.15284,
../../../../../../Users/crist/Documents/Unreal Projects/Self Driving Car/Saved/ScreenShots/CameraView_1120.jpeg,-0.15,0.146615,0.0,34.054729,
../../../../../../Users/crist/Documents/Unreal Projects/Self Driving Car/Saved/ScreenShots/CameraView_1121.jpeg,-0.15,0.09433,0.0,34.091484,
../../../../../../Users/crist/Documents/Unreal Projects/Self Driving Car/Saved/ScreenShots/CameraView_1122.jpeg,-0.15,0.065395,0.0,34.115158,
../../../../../../Users/crist/Documents/Unreal Projects/Self Driving Car/Saved/ScreenShots/CameraView_1123.jpeg,-0.1,0.051838,0.0,34.129223,
../../../../../../Users/crist/Documents/Unreal Projects/Self Driving Car/Saved/ScreenShots/CameraView_1124.jpeg,-0.1,0.042703,0.0,34.138786,
../../../../../../Users/crist/Documents/Unreal Projects/Self Driving Car/Saved/ScreenShots/CameraView_1125.jpeg,-0.1,0.033736,0.0,34.146175,
../../../../../../Users/crist/Documents/Unreal Projects/Self Driving Car/Saved/ScreenShots/CameraView_1126.jpeg,-0.1,0.027352,0.0,34.151817,
../../../../../../Users/crist/Documents/Unreal Projects/Self Driving Car/Saved/ScreenShots/CameraView_1127.jpeg,-0.1,0.021209,0.0,34.157463,
../../../../../../Users/crist/Documents/Unreal Projects/Self Driving Car/Saved/ScreenShots/CameraView_1128.jpeg,-0.1,0.015278,0.0,34.161823,
../../../../../../Users/crist/Documents/Unreal Projects/Self Driving Car/Saved/ScreenShots/CameraView_1129.jpeg,-0.1,0.01047,0.0,34.165844,
../../../../../../Users/crist/Documents/Unreal Projects/Self Driving Car/Saved/ScreenShots/CameraView_1130.jpeg,-0.1,0.005225,0.0,34.170044,
../../../../../../Users/crist/Documents/Unreal Projects/Self Driving Car/Saved/ScreenShots/CameraView_1131.jpeg,-0.05,0.708245,0.0,33.930664,
../../../../../../Users/crist/Documents/Unreal Projects/Self Driving Car/Saved/ScreenShots/CameraView_1132.jpeg,-0.05,-0.105208,0.0,34.152489,
../../../../../../Users/crist/Documents/Unreal Projects/Self Driving Car/Saved/ScreenShots/CameraView_1133.jpeg,-0.05,0.146201,0.0,34.056072,
../../../../../../Users/crist/Documents/Unreal Projects/Self Driving Car/Saved/ScreenShots/CameraView_1134.jpeg,-0.05,0.091007,0.0,34.094692,
../../../../../../Users/crist/Documents/Unreal Projects/Self Driving Car/Saved/ScreenShots/CameraView_1135.jpeg,-0.05,0.067075,0.0,34.122723,
../../../../../../Users/crist/Documents/Unreal Projects/Self Driving Car/Saved/ScreenShots/CameraView_1136.jpeg,-0.05,0.041943,0.0,34.137398,
../../../../../../Users/crist/Documents/Unreal Projects/Self Driving Car/Saved/ScreenShots/CameraView_1137.jpeg,-0.05,0.027923,0.0,34.148865,
../../../../../../Users/crist/Documents/Unreal Projects/Self Driving Car/Saved/ScreenShots/CameraView_1138.jpeg,-0.05,0.01608,0.0,34.159889,
../../../../../../Users/crist/Documents/Unreal Projects/Self Driving Car/Saved/ScreenShots/CameraView_1139.jpeg,-0.05,0.003658,0.0,34.055042,
../../../../../../Users/crist/Documents/Unreal Projects/Self Driving Car/Saved/ScreenShots/CameraView_1140.jpeg,-0.05,-0.020808,0.0,34.034847,
../../../../../../Users/crist/Documents/Unreal Projects/Self Driving Car/Saved/ScreenShots/CameraView_1141.jpeg,-0.05,-0.074513,0.0,34.052078,
../../../../../../Users/crist/Documents/Unreal Projects/Self Driving Car/Saved/ScreenShots/CameraView_1142.jpeg,-0.05,0.149657,0.0,34.012691,
../../../../../../Users/crist/Documents/Unreal Projects/Self Driving Car/Saved/ScreenShots/CameraView_1143.jpeg,-0.05,0.082188,0.0,33.971535,
../../../../../../Users/crist/Documents/Unreal Projects/Self Driving Car/Saved/ScreenShots/CameraView_1144.jpeg,-0.05,-0.059016,0.0,34.140911,
../../../../../../Users/crist/Documents/Unreal Projects/Self Driving Car/Saved/ScreenShots/CameraView_1145.jpeg,-0.1,0.130938,0.0,34.054924,
../../../../../../Users/crist/Documents/Unreal Projects/Self Driving Car/Saved/ScreenShots/CameraView_1146.jpeg,-0.1,0.081955,0.0,33.981728,
../../../../../../Users/crist/Documents/Unreal Projects/Self Driving Car/Saved/ScreenShots/CameraView_1147.jpeg,-0.1,0.009048,0.0,34.044285,
../../../../../../Users/crist/Documents/Unreal Projects/Self Driving Car/Saved/ScreenShots/CameraView_1148.jpeg,-0.1,-0.059598,0.0,34.066463,
../../../../../../Users/crist/Documents/Unreal Projects/Self Driving Car/Saved/ScreenShots/CameraView_1149.jpeg,-0.15,-0.132141,0.0,34.106472,
../../../../../../Users/crist/Documents/Unreal Projects/Self Driving Car/Saved/ScreenShots/CameraView_1150.jpeg,-0.15,0.148574,0.0,34.032234,
../../../../../../Users/crist/Documents/Unreal Projects/Self Driving Car/Saved/ScreenShots/CameraView_1151.jpeg,-0.15,0.079277,0.0,33.968094,
../../../../../../Users/crist/Documents/Unreal Projects/Self Driving Car/Saved/ScreenShots/CameraView_1152.jpeg,-0.2,-0.040556,0.0,34.12685,
../../../../../../Users/crist/Documents/Unreal Projects/Self Driving Car/Saved/ScreenShots/CameraView_1153.jpeg,-0.2,0.147441,0.0,34.041035,
../../../../../../Users/crist/Documents/Unreal Projects/Self Driving Car/Saved/ScreenShots/CameraView_1154.jpeg,-0.2,0.740509,0.0,33.979496,
../../../../../../Users/crist/Documents/Unreal Projects/Self Driving Car/Saved/ScreenShots/CameraView_1155.jpeg,-0.2,-0.257086,0.0,34.092701,
../../../../../../Users/crist/Documents/Unreal Projects/Self Driving Car/Saved/ScreenShots/CameraView_1156.jpeg,-0.15,0.121382,0.0,34.036251,
../../../../../../Users/crist/Documents/Unreal Projects/Self Driving Car/Saved/ScreenShots/CameraView_1157.jpeg,-0.2,-0.002264,0.0,34.083855,
../../../../../../Users/crist/Documents/Unreal Projects/Self Driving Car/Saved/ScreenShots/CameraView_1158.jpeg,-0.2,0.161668,0.0,34.01128,
../../../../../../Users/crist/Documents/Unreal Projects/Self Driving Car/Saved/ScreenShots/CameraView_1159.jpeg,-0.2,0.109336,0.0,33.94511,
../../../../../../Users/crist/Documents/Unreal Projects/Self Driving Car/Saved/ScreenShots/CameraView_1160.jpeg,-0.2,-0.138634,0.0,34.087036,
../../../../../../Users/crist/Documents/Unreal Projects/Self Driving Car/Saved/ScreenShots/CameraView_1161.jpeg,-0.2,-0.196486,0.0,34.137562,
../../../../../../Users/crist/Documents/Unreal Projects/Self Driving Car/Saved/ScreenShots/CameraView_1162.jpeg,-0.2,0.180914,0.0,34.040394,
../../../../../../Users/crist/Documents/Unreal Projects/Self Driving Car/Saved/ScreenShots/CameraView_1163.jpeg,-0.15,0.113565,0.0,34.081173,
../../../../../../Users/crist/Documents/Unreal Projects/Self Driving Car/Saved/ScreenShots/CameraView_1164.jpeg,-0.15,0.069464,0.0,34.111362,
../../../../../../Users/crist/Documents/Unreal Projects/Self Driving Car/Saved/ScreenShots/CameraView_1165.jpeg,-0.15,0.049964,0.0,34.129322,
../../../../../../Users/crist/Documents/Unreal Projects/Self Driving Car/Saved/ScreenShots/CameraView_1166.jpeg,-0.1,0.031994,0.0,34.145294,
../../../../../../Users/crist/Documents/Unreal Projects/Self Driving Car/Saved/ScreenShots/CameraView_1167.jpeg,-0.1,-0.00579,0.0,34.15852,
../../../../../../Users/crist/Documents/Unreal Projects/Self Driving Car/Saved/ScreenShots/CameraView_1168.jpeg,-0.05,0.119185,0.0,34.067616,
../../../../../../Users/crist/Documents/Unreal Projects/Self Driving Car/Saved/ScreenShots/CameraView_1169.jpeg,0.0,0.043426,0.0,34.004288,
../../../../../../Users/crist/Documents/Unreal Projects/Self Driving Car/Saved/ScreenShots/CameraView_1170.jpeg,0.0,-0.132124,0.0,34.09256,
../../../../../../Users/crist/Documents/Unreal Projects/Self Driving Car/Saved/ScreenShots/CameraView_1171.jpeg,0.05,-0.381496,0.0,34.228783,
../../../../../../Users/crist/Documents/Unreal Projects/Self Driving Car/Saved/ScreenShots/CameraView_1172.jpeg,0.1,0.835516,0.0,33.856239,
../../../../../../Users/crist/Documents/Unreal Projects/Self Driving Car/Saved/ScreenShots/CameraView_1173.jpeg,0.1,0.0,1.0,34.166229,
../../../../../../Users/crist/Documents/Unreal Projects/Self Driving Car/Saved/ScreenShots/CameraView_1174.jpeg,0.15,0.376966,0.0,33.869759,
../../../../../../Users/crist/Documents/Unreal Projects/Self Driving Car/Saved/ScreenShots/CameraView_1175.jpeg,0.15,-0.097287,0.0,33.969086,
../../../../../../Users/crist/Documents/Unreal Projects/Self Driving Car/Saved/ScreenShots/CameraView_1176.jpeg,0.2,-0.299345,0.0,34.175579,
../../../../../../Users/crist/Documents/Unreal Projects/Self Driving Car/Saved/ScreenShots/CameraView_1177.jpeg,0.2,0.810402,0.0,33.867466,
../../../../../../Users/crist/Documents/Unreal Projects/Self Driving Car/Saved/ScreenShots/CameraView_1178.jpeg,0.2,-0.119419,0.0,34.06303,
../../../../../../Users/crist/Documents/Unreal Projects/Self Driving Car/Saved/ScreenShots/CameraView_1179.jpeg,0.2,-0.666106,0.0,34.229618,
../../../../../../Users/crist/Documents/Unreal Projects/Self Driving Car/Saved/ScreenShots/CameraView_1180.jpeg,0.2,0.604783,0.0,33.997826,
../../../../../../Users/crist/Documents/Unreal Projects/Self Driving Car/Saved/ScreenShots/CameraView_1181.jpeg,0.25,-0.145228,0.0,34.113998,
../../../../../../Users/crist/Documents/Unreal Projects/Self Driving Car/Saved/ScreenShots/CameraView_1182.jpeg,0.25,-0.507993,0.0,34.319054,
../../../../../../Users/crist/Documents/Unreal Projects/Self Driving Car/Saved/ScreenShots/CameraView_1183.jpeg,0.3,-0.028895,0.0,34.135406,
../../../../../../Users/crist/Documents/Unreal Projects/Self Driving Car/Saved/ScreenShots/CameraView_1184.jpeg,0.3,0.609351,0.0,33.968159,
../../../../../../Users/crist/Documents/Unreal Projects/Self Driving Car/Saved/ScreenShots/CameraView_1185.jpeg,0.3,-0.287588,0.0,34.10046,
